180003,0
180004,0
180005,0
180007,0
180008,0
180009,0
180010,0
180011,0
180012,0
180013,0
180014,0
180015,0
180016,0
180020,0
180022,0
180023,0
180024,0
180025,0
180026,0
180027,0
180028,0
180032,0
180036,0
180039,0
180040,0
180043,0
180044,0
180045,0
180046,0
180047,0
180048,0
180049,0
180051,0
180054,0
180056,0
180057,0
180058,0
180059,0
180062,0
180064,0
180067,0
180068,0
180070,0
180071,0
180072,0
180073,0
180075,0
180077,0
180079,0
180080,0
180081,0
180086,0
180089,0
180090,0
180091,0
180094,0
180095,0
180100,0
180101,0
180103,0
180104,0
180105,0
180107,0
180108,0
180109,0
180110,0
180112,0
180114,0
180115,0
180116,0
180117,0
180120,0
180121,0
180122,0
180123,0
180127,0
180128,0
180129,0
180130,0
180131,0
180132,0
180133,0
180134,0
180135,0
180137,0
180138,0
180139,0
180143,0
180144,0
180145,0
180146,0
180147,0
180148,0
180149,0
180150,0
180151,0
180153,0
180156,0
180157,0
180159,0
180160,0
180161,0
180163,0
180165,0
180166,0
180167,0
180169,0
180170,0
180171,0
180172,0
180173,0
180176,0
180177,0
180178,0
180179,0
180180,0
180182,0
180183,0
180184,0
180186,0
180188,0
180189,0
180194,0
180196,0
180199,0
180200,0
180201,0
180202,0
180205,0
180206,0
180208,0
180209,0
180210,0
180212,0
180214,0
180221,0
180222,0
180223,0
180224,0
180225,0
180227,0
180228,0
180229,0
180231,0
180232,0
180233,0
180234,0
180237,0
180238,0
180239,0
180240,0
180241,0
180242,0
180243,0
180244,0
180246,0
180248,0
180249,0
180252,0
180253,0
180255,0
180256,0
180258,0
180259,0
180262,0
180263,0
180267,0
180268,0
180269,0
180271,0
180272,0
180273,0
180274,0
180275,0
180276,0
180277,0
180279,0
180280,0
180281,0
180282,0
180283,0
180286,0
180287,0
180288,0
180290,0
180291,0
180293,0
180294,0
180295,0
180296,0
180297,0
180298,0
180299,0
180301,0
180302,0
180306,0
180307,0
180308,0
180309,0
180310,0
180311,0
180312,0
180313,0
180314,0
180315,0
180316,0
180317,0
180318,0
180319,0
180320,0
180321,0
180322,0
180324,0
180325,0
180327,0
180331,0
180332,0
180333,0
180334,0
180335,0
180336,0
180337,0
180338,0
180340,0
180341,0
180342,0
180343,0
180347,0
180348,0
180352,0
180353,0
180354,0
180359,0
180361,0
180362,0
180363,0
180364,0
180366,0
180367,0
180368,0
180369,0
180370,0
180373,0
180376,0
180378,0
180380,0
180381,0
180382,0
180384,0
180386,0
180387,0
180388,0
180389,0
180390,0
180392,0
180393,0
180395,0
180396,0
180397,0
180398,0
180400,0
180404,0
180405,0
180407,0
180409,0
180411,0
180412,0
180413,0
180414,0
180415,0
180416,0
180418,0
180419,0
180421,0
180422,0
180423,0
180425,0
180426,0
180429,0
180430,0
180431,0
180432,0
180433,0
180434,0
180435,0
180436,0
180437,0
180438,0
180440,0
180441,0
180443,0
180444,0
180446,0
180448,0
180449,0
180450,0
180451,0
180452,0
180454,0
180455,0
180461,0
180463,0
180465,0
180468,0
180469,0
180471,0
180472,0
180473,0
180475,0
180476,0
180477,0
180478,0
180481,0
180482,0
180483,0
180484,0
180485,0
180486,0
180488,0
180491,0
180492,0
180493,0
180494,0
180495,0
180496,0
180497,0
180498,0
180499,0
180500,0
180502,0
180503,0
180505,0
180506,0
180507,0
180508,0
180509,0
180510,0
180511,0
180512,0
180513,0
180516,0
180518,0
180519,0
180522,0
180523,0
180524,0
180525,0
180526,0
180528,0
180530,0
180532,0
180533,0
180534,0
180539,0
180540,0
180541,0
180543,0
180544,0
180545,0
180546,0
180547,0
180548,0
180549,0
180551,0
180553,0
180555,0
180556,0
180559,0
180560,0
180561,0
180562,0
180563,0
180565,0
180566,0
180567,0
180569,0
180571,0
180572,0
180573,0
180574,0
180576,0
180577,0
180579,0
180581,0
180582,0
180584,0
180585,0
180587,0
180588,0
180589,0
180590,0
180591,0
180592,0
180593,0
180594,0
180595,0
180596,0
180597,0
180598,0
180603,0
180606,0
180609,0
180610,0
180611,0
180612,0
180614,0
180615,0
180619,0
180623,0
180624,0
180625,0
180626,0
180628,0
180629,0
180630,0
180631,0
180633,0
180637,0
180638,0
180639,0
180642,0
180643,0
180644,0
180646,0
180647,0
180651,0
180652,0
180653,0
180656,0
180657,0
180659,0
180660,0
180661,1
180663,1
180664,1
180666,1
180672,1
180673,1
180675,1
180676,1
180677,1
180678,1
180679,1
180684,1
180686,1
180689,1
180690,1
180694,1
180696,1
180698,1
180699,1
180700,1
180702,1
180703,1
180704,1
180705,1
180706,1
180708,1
180709,1
180710,1
180712,1
180714,1
180715,1
180717,1
180718,1
180719,1
180720,1
180721,1
180724,1
180725,1
180726,1
180727,1
180730,1
180731,1
180732,1
180733,1
180736,1
180738,1
180739,1
180740,1
180741,1
180743,1
180744,1
180745,1
180748,1
180749,1
180750,1
180751,1
180754,1
180755,1
180756,1
180759,1
180760,1
180762,1
180763,1
180765,1
180766,1
180770,1
180771,1
180772,1
180778,1
180779,1
180780,1
180781,1
180782,1
180783,1
180784,1
180785,1
180787,1
180788,1
180789,1
180790,1
180791,1
180793,1
180794,1
180795,1
180796,1
180797,1
180798,1
180799,1
180800,1
180803,1
180804,1
180805,1
180806,1
180810,1
180811,1
180813,1
180815,1
180816,1
180817,1
180818,1
180820,1
180822,1
180824,1
180825,1
180826,1
180828,1
180829,1
180830,1
180831,1
180836,1
180838,1
180839,1
180840,1
180844,1
180845,1
180848,1
180850,1
180851,1
180852,1
180853,1
180854,1
180855,1
180856,1
180857,1
180858,1
180859,1
180864,1
180866,1
180872,1
180874,1
180875,1
180877,1
180879,1
180880,1
180881,1
180882,1
180883,1
180884,1
180886,1
180887,1
180888,1
180889,1
180890,1
180891,1
180892,1
180893,1
180894,1
180895,1
180896,1
180898,1
180899,1
180901,1
180903,1
180904,1
180905,1
180907,1
180908,1
180909,1
180910,1
180911,1
180913,1
180914,1
180915,1
180916,1
180917,1
180921,1
180923,1
180924,1
180925,1
180926,1
180928,1
180932,1
180933,1
180938,1
180939,1
180943,1
180946,1
180947,1
180948,1
180949,1
180950,1
180954,1
180955,1
180956,1
180957,1
180958,1
180959,1
180963,1
180964,1
180965,1
180966,1
180967,1
180968,1
180969,1
180971,1
180977,1
180978,1
180979,1
180980,1
180981,1
180982,1
180983,1
180985,1
180986,1
180988,1
180989,1
180992,1
180993,1
180994,1
180995,1
180996,1
180998,1
