8,18,22,23,26,27,67,79,81,84,94,96,100,104,105,110,118,130,133,140,157,177,180,186,194,197,203,210,225,228,236,241,296,304,306,315,323,329,333,350,358,366,372,377,378,389,391,399,401,422,428
3,4,10,11,19,24,28,34,37,47,52,53,56,57,58,61,66,70,71,74,77,90,92,98,109,114,116,123,126,134,149,151,158,169,170,171,178,185,191,192,208,212,216,223,229,235,240,242,244,249,250,256,258,260,261,262,264,267,277,287,288,301,312,313,314,316,318,320,338,342,355,356,362,365,370,374,375,392,395,403,406,416,421,427
29,101,102,128,145,148,154,160,161,162,179,188,198,209,224,257,265,273,276,286,325,344,351,357,368,390,408,418,420,424,430
2,12,32,51,64,69,87,97,113,152,153,187,195,196,204,211,238,243,253,255,269,281,284,299,319,361,369,383,384,397,404,425
1,16,21,25,31,40,43,46,48,49,55,60,62,82,86,88,89,95,111,112,115,119,136,146,147,150,156,163,164,174,175,181,182,184,189,193,217,218,220,226,227,230,254,263,268,275,279,280,282,289,291,292,293,297,303,305,307,308,310,321,322,328,330,336,337,339,348,349,353,363,371,373,376,381,385,386,393,400,402,405,407,412,417,419,423,426,431
0,5,15,38,45,63,65,117,120,121,167,168,183,190,202,221,246,278,327,341,354,398
7,9,14,17,33,36,39,41,42,44,50,68,72,73,75,76,78,80,83,85,91,103,106,107,122,124,125,127,129,135,139,155,165,166,172,173,199,200,201,205,206,207,213,214,215,219,222,233,234,237,239,245,248,259,266,270,271,272,274,285,290,294,295,298,300,302,324,331,334,335,345,347,352,359,360,367,380,387,388,394,396,409,410,413,414,415,429
6,13,20,30,35,54,59,93,99,108,131,132,137,138,141,142,143,144,159,176,231,232,247,251,252,283,309,311,317,326,332,340,343,346,364,379,382,411
